"term","score"
"piccadilly",8.75624515162796
"renfe",8.75567448207606
"bio",8.75457876490518
"connects",8.75204432500057
"marriotts",8.74647722376048
"gated",8.74547921885562
"accor",8.73957533078459
"scaffolding",8.73841045893704
"inflatable",8.73793027356397
"ankles",8.7359301206046
"adam",8.73390771380713
"37th",8.7311470847294
"chopin",8.72905425590827
"smn",8.72852955015087
"lifeguards",8.72669189035326
"fro",8.72449898285493
"letras",8.72019317450148
"naked",8.71971761275407
"ranch",8.71690896274239
"tidied",8.71368967395347
"tim",8.71101239882473
"inc",8.70582908108554
"lone",8.70222832982313
"sweetheart",8.701551724208
"goal",8.69907525934147
"nonexistent",8.68612149728499
"fail",8.6859290200132
"breakfeast",8.68484699918573
"dishonest",8.68424942527978
"noodles",8.67956997620333
"c0",8.67715756300708
"lately",8.67622611558018
"vehicles",8.67556272449546
"angle",8.67533592836324
"nice.we",8.67362885503943
"investigate",8.67081092694254
"hindsight",8.67077641744819
"commission",8.66770519818756
"46",8.66728113372949
"mechanical",8.66413575723825
"swipe",8.66156446302334
"frightening",8.66074462989908
"overbearing",8.66025896084709
"coqui",8.66000013550435
"carpeted",8.65718000548639
"wallets",8.65652918861591
"negotiated",8.65238249595057
"rises",8.65089712032967
"bones",8.64785451942203
"mop",8.6446925137596
"goldfish",8.64382549746937
"supremely",8.6405838113609
"fulfill",8.63825987572082
"swans",8.63438900709589
"benches",8.63209239428726
"dumped",8.63193666311675
"yorker",8.63129301330865
"never",8.63010820594899
"chaise",8.62835728814608
"crossed",8.62732138182058
"ankle",8.62619668199578
"reluctantly",8.62212701831627
"plantation",8.61913421077924
"signage",8.61763780793546
"conventions",8.61409729327716
"follows",8.61164665534845
"81",8.61013284473838
"urge",8.60643935067561
"bat",8.60608428963569
"tones",8.59919602979508
"cove",8.59733496533501
"indicating",8.5944624583367
"steamed",8.59392992576728
"thousand",8.5937674197321
"vents",8.59315728087241
"slam",8.59278122947585
"thin",8.59230930664104
"necklace",8.59214371032835
"johnny",8.59047400606261
"adaptor",8.58886735247297
"one.the",8.5869034613614
"meds",8.58301216500128
"lent",8.58067533592583
"though",8.58059326839789
"sprawling",8.57756155174558
"freaked",8.57684851820971
"apr",8.57494004898864
"presentations",8.57082549621792
"sara",8.56967997679856
"50m",8.56874744580991
"exceed",8.56769270179564
"lengthy",8.56495614206208
"receptions",8.56451429935334
"pepper",8.56182613005313
"experince",8.56071896000973
"quote",8.55977217090076
"phrase",8.55807500817038
"hockey",8.5577121837799
"gripes",8.55498223877124
"keepers",8.55482180297937
"roosevelt",8.55451774173347
"strasse",8.55439379993167
"entrances",8.55413844457305
"hd",8.54977876589376
"northwest",8.54616410633554
"mc",8.54550681295196
"70s",8.54196961125624
"napkins",8.53864873510978
"jammed",8.5383352148555
"consisting",8.5344000017359
"ten",8.53371838966902
"brits",8.5321601574324
"ornate",8.53175103981886
"compete",8.5271272406637
"stumbling",8.5260097256923
"mickey",8.5257804262993
"laughter",8.52430186082264
"room__",8.51962489033629
"caps",8.51914807257744
"alternatively",8.51835022638775
"wiped",8.51805525308277
"bait",8.51783296700123
"study",8.51680611648459
"bracelet",8.51561959454356
"cane",8.5103075238363
"thoughtfully",8.50449928746927
"uffizzi",8.49857983638529
"wire",8.4976123293759
"189",8.49703762670928
"congestion",8.49672551165673
"peep",8.49548168146818
"insult",8.49406041796768
"service.we",8.49366883663048
"commute",8.49364269922647
"peso",8.49036064866952
"ski",8.48888522560945
"doughnuts",8.48681702600285
"49",8.48575004379233
"marginal",8.48344781130469
"senses",8.47903074964045
"margarita",8.47838850066807
"honour",8.47649259951846
"220",8.47307603699513
"discourage",8.47226915213301
"prieto",8.46652788885884
"sightsee",8.46605513175537
"coolest",8.46602292955266
"irritated",8.46564308253786
"musicians",8.4652064273684
"pens",8.46492864137752
"consequently",8.46276069534371
"minuses",8.46257208903883
"goers",8.46221695644737
"consuming",8.45944795745971
"city.we",8.45899046223709
"merchant",8.45874639717566
"nights.the",8.45691688052023
"wholeheartedly",8.45548684204363
"minutes.the",8.45395792513125
"permanent",8.45183799594241
"crisps",8.45125965319319
"plently",8.44992946677073
"passion",8.44873698078889
"critics",8.44739648178552
"shake",8.44672545372321
"tx",8.44618377301097
"grim",8.44605112797677
"sums",8.44334895651417
"silk",8.44333634631909
"25.00",8.44283631253005
"ordeal",8.43811445370254
"descent",8.43265143238154
"1.25",8.4304721203239
"reflects",8.4304478600501
"investment",8.43029222284552
"139",8.42734664155704
"tavern",8.42607102420637
"improving",8.4252824798097
"aircraft",8.42472447058455
"tape",8.42378628392165
"reminder",8.42326038312288
"laps",8.42314428427436
"recieve",8.42089199979478
"bud",8.41775655354285
"hotspot",8.41535955187269
"refuge",8.41377984913095
"breakfast.i",8.4137384128523
"pleasant.the",8.41234769516014
"funds",8.41044168214436
"evian",8.4085884670018
"undercooked",8.407943265027
"cannery",8.40666882862032
"stench",8.40531868579601
"52",8.40517764191839
"pringles",8.40357786587379
"refundable",8.3974633038264
"monuments",8.3973359871821
"curb",8.39335751469419
"available.the",8.39275489689576
"contain",8.38885456605183
"also",8.38311520871496
"honking",8.38102698059905
"employed",8.37698018264763
"consistency",8.3762674986979
"monument",8.3730313810116
"nightclubs",8.37248856383736
"commend",8.372456639252
"unwelcoming",8.37234193206883
"tegel",8.36961439476986
"gathered",8.36460390685451
"sunbed",8.36445728474056
"session",8.36347978288947
"alternate",8.36187939745323
"unfounded",8.36185385849683
"responses",8.36139490352818
"risers",8.36016001957043
"this.the",8.35976742762054
"versa",8.35815919413574
"beautiful.the",8.35795413303932
"accurately",8.35031921071981
"separately",8.34709290301032
"times.the",8.34645836861388
"mermaid",8.34263330880598
"again.i",8.33794639470266
"venturing",8.33768779499188
"sevilla",8.33511246588855
"mignon",8.33490469066417
"expecially",8.33421727696661
"protect",8.3333532748529
"hurricanes",8.33133526727299
"occupants",8.33112982104341
"drown",8.32583848089317
"staring",8.32406140063486
"surrounds",8.32043173985982
"fabric",8.31723699382116
"credited",8.31686993872193
"remarks",8.31684374389332
"overcast",8.31661992560846
"expresso",8.31453094318125
"vice",8.31243306395174
"exists",8.31224963676999
"cortez",8.30989540062112
"lug",8.30972049085269
"boiling",8.30941455544449
"keith",8.3066410828806
"chap",8.30483853661119
"painful",8.30221316478602
"associates",8.30085281649037
"natives",8.30010649118509
"taller",8.29782355751883
"foreigners",8.29651613059409
"retro",8.29080823275605
"pissed",8.29079139841523
"cast",8.28994146050701
"substitute",8.28753626881151
"bordeaux",8.27760330464083
"pokey",8.27624547420166
"charger",8.27297827193226
"manageable",8.27097532071245
"copies",8.27058507934469
"unsanitary",8.27002687819816
"20min",8.26746716705889
"soiled",8.26668820221753
"spaghetti",8.26470944907762
"odors",8.26231375619003
"pretend",8.26076941254175
"printout",8.25998440430048
"issued",8.25695684761221
"biting",8.25530708097718
"adventures",8.25497752169935
"darkness",8.25479509660495
"11.00",8.25251163102123
"timing",8.251988547321
"gallon",8.25048642026448
"unreasonable",8.24557095143155
"reccomended",8.2424308315661
"decisions",8.24182588713149
"danced",8.23526158296777
"oceana",8.23000541529678
"barbara",8.22906095694949
"friedrichstrasse",8.22706762567961
"await",8.22500269264944
"spell",8.22354803033963
"tolerate",8.22352689775661
"atrocious",8.22288634078618
"interacted",8.22192862169806
"1970",8.22131829179184
"licey",8.21987111516091
"cinema",8.21970021181031
"negotiating",8.219694427166
"touching",8.21785218296907
"brilliantly",8.21778249826467
"uneventful",8.21251512703341
"fence",8.21181134936762
"rumble",8.21176607424576
"prompted",8.21116608460924
"flown",8.20991011438072
"aus",8.20981953021441
"moma",8.20900575761015
"addresses",8.20218393311608
"ricardo",8.19446655466412
"fabrics",8.19262505355575
"walmart",8.1822909596294
"neatly",8.18219102696932
"acting",8.18111267777039
"soups",8.17536779804683
"handing",8.17299006087267
"149",8.17278922873472
"doorbell",8.17254261480207
"freebies",8.17197767093318
"jordaan",8.17086893810197
"subpar",8.17031425301569
"hangout",8.1674652754222
"concerts",8.16533515439055
"offset",8.16303442447043
"novelty",8.16259789658772
"cried",8.15547017004973
"puget",8.15368415037488
"unappealing",8.15254963074857
"trickle",8.15219871324693
"sqaure",8.1519075575399
"away.we",8.14987447867802
"fransisco",8.14401202053913
"wider",8.1421770933344
"yo",8.1390478628734
"warmed",8.13359784118892
"subtle",8.13342334119724
"unlikely",8.13236484244521
"refrig",8.12942486924565
"stream",8.12916789301044
"240",8.12876358980372
"souveniers",8.12763964924418
"swimmers",8.12635717070057
"lloyd",8.12293311280478
"convey",8.11997947756909
"severely",8.1194449051231
"orientated",8.11905938151973
"centro",8.11764006100399
"prize",8.11483395626176
"bullet",8.11394717896603
"roomservice",8.11313554765017
"mojitos",8.11126835043722
"backpack",8.11079168964743
"fruity",8.10967984457492
"performing",8.10510984577662
"label",8.10436900792417
"inflated",8.10126201416024
"unorganized",8.09644715883608
"bean",8.09286167939877
"nova",8.09216489242079
"situations",8.08928186207725
"audible",8.08638987175488
"grumble",8.08165212831521
"lucia",8.07857436738385
"arrogance",8.07775541551802
"beacon",8.07523350464706
"sofia",8.07417684508381
"accents",8.06916241026989
"suburb",8.06868019091591
"navigating",8.06659699138597
"grain",8.06551737955446
"blend",8.06459925734071
"bureau",8.06325216375275
"way.the",8.0619228024186
"regulars",8.05807789987048
"d'oeuvres",8.05721751783378
"pains",8.05504234690843
"informing",8.05386058905635
"citizens",8.05252570117832
"westlake",8.04781666030668
"cajun",8.04689981312164
"burst",8.04557558837572
"adjustment",8.04395041708716
"jelly",8.04100677513345
"scratched",8.03775435764583
"chapel",8.03622348247838
"hottub",8.03595613070743
"chickens",8.03460205240274
"nit",8.02936286266604
"mercedes",8.02438148061461
"courtious",8.02286065359763
"utilize",8.02169361326768
"softer",8.02092544759253
"broom",8.01986228558933
"carabela",8.01154954916323
"elses",8.01007782080708
"exaggeration",8.00791968774371
"promises",8.00788496909162
"pressing",8.00733022881144
"manger",7.99945570324237
"external",7.99480649990026
"bass",7.9935010839883
"jimmy",7.99279078465744
"unseen",7.992679913915
"safest",7.99205210883933
"flags",7.99031920496004
"churches",7.98896720656159
"variable",7.98661176151743
"rr",7.98609320466484
"hailing",7.9857210874622
"goodbye",7.98566206510938
"pianist",7.98470982334311
"dispenser",7.98457397434901
"allegro",7.98122658394678
"females",7.97864979015113
"bracelets",7.97791430864019
"constructed",7.97768431979573
"streetcars",7.97585012081809
"per",7.97510827800731
"bedlinen",7.97259288202145
"venders",7.97204414089793
"fridays",7.96881633016694
"paved",7.96617196134709
"barbecue",7.96442447650766
"gambling",7.96265367215077
"ouch",7.96076784290988
"warnings",7.95869074592433
"imo",7.95712446402046
"parliament",7.95689882024352
"starbuck",7.95379797474537
"inspired",7.94734978871054
"voices",7.94534115556659
"tenth",7.94407963258773
"starter",7.94358589005103
"danger",7.93708162196095
"belgian",7.93669079915347
"colder",7.93600405500038
"varies",7.93573348990157
"stamp",7.93234576792678
"recomment",7.93032096463287
"certificate",7.93028890646733
"them.we",7.92747093474706
"territory",7.92694753777915
"bitter",7.92583692409824
"roaming",7.92581240276959
"tha",7.92421168561242
"mistakenly",7.92347906684172
"afield",7.91834130305681
"countertop",7.91792497363084
"sterling",7.91520614901555
"impatient",7.91323002301516
"rested",7.9124457919148
"paddies",7.91051160552102
"tie",7.90777666706119
"technical",7.90691640407171
"raval",7.90687348286859
"staircases",7.90508110522827
"suntan",7.90416317352474
"cracking",7.9034671775133
"continuously",7.90311549239117
"cough",7.90292431388156
"38th",7.9018672263934
"ness",7.89895571602284
"removing",7.89836149235224
"coordinator",7.89455474902567
"boots",7.89391501416089
"breakfast.we",7.89283904051416
"backside",7.88806394290328
"smartly",7.88781232017532
"downgraded",7.88554851963374
"discouraged",7.8837298228186
"quirks",7.88367601779537
"confined",7.88318615328687
"excuses",7.88178860238912
"reputable",7.88079937735452
"revamp",7.87757594678211
"300.00",7.87692263641244
"bump",7.87557352821541
"wifes",7.87211888736523
"pale",7.87120433846678
"weigh",7.87026379904244
"ratio",7.86541134263822
"christopher",7.86418651065916
"wonders",7.86134926465147
"condensation",7.85940107913255
"orchid",7.85860082616795
"discussed",7.85838595949573
"cement",7.8572299083865
"buzzed",7.85612036258289
"renowned",7.85571034424559
"trails",7.85396815546492
"dave",7.85243599775835
"fumes",7.85010167374004
"tainted",7.84797728285764
"30.00",7.84591022342701
"blessed",7.84528216996164
"airport.the",7.84282667496887
"toes",7.84196588754618
"literature",7.84089604538446
"cola",7.83947779302558
"eh",7.83946736022505
"mahi",7.83923669054198
"caribean",7.83914273149444
"garlic",7.8361746119187
"rectify",7.8358488503379
"docked",7.8357730263909
"agua",7.83337414328609
"enchanting",7.83308414059859
"blasting",7.83114131822586
"shrugged",7.82981754820367
"potholes",7.82914193769597
"avis",7.82738333887884
"accesible",7.82602852008237
"overflow",7.82131890986859
"jog",7.82031279829991
"rita",7.81326022680069
"sideways",7.81215857463458
"gaby",7.81159828838036
"ambulance",7.80250090072586
"moisture",7.80064865461904
"dare",7.80058215116399
"cavour",7.79819645705875
"disregard",7.79776266679197
"traps",7.79468061703042
"wa",7.79320861867507
"78",7.79254764104045
"refurbishing",7.79228738251696
"timed",7.7920673135872
"location.we",7.79155624982222
"hosted",7.78802695092573
"throught",7.7821248944031
"pont",7.77748307760717
"matches",7.77481742303609
"rows",7.77220418624338
"trepidation",7.77212627433155
"nut",7.77114243744867
"wound",7.76808590938893
"anthony",7.76616246403187
"pitt",7.76605625336588
"bountiful",7.7637762316609
"yea",7.7633036945164
"diesel",7.76046935421321
"09",7.7565301961582
"seniors",7.75392975643843
"ver",7.75164518190891
"margaritas",7.74679746493528
"ambulances",7.74563155355079
"rash",7.74447233521858
"leery",7.74253999254059
"americano",7.74135600269091
"stomachs",7.74133769425465
"misfortune",7.74027037895334
"guidebooks",7.74000168827891
"creating",7.73893412834369
"socket",7.73823928164853
"grotty",7.73573359854739
"dances",7.73396346899586
"doctors",7.73202305942367
"priceless",7.73151494001132
"personel",7.72862225585284
"itching",7.72856399651459
"wotif",7.72816648206329
"immediatley",7.72535880580189
"did'nt",7.72445042527255
"fron",7.72375266474816
"hearted",7.72205946027843
"dictionary",7.72149827334453
"snoring",7.72087723779269
"interactions",7.7152790405513
"sleepy",7.71360776236843
"champaign",7.71147470606077
"bettered",7.71043915173181
"sgd",7.70680445018111
"enquired",7.70549273283326
"veal",7.70425791331269
"threatening",7.70399658805394
"hotmail.com",7.70385133997503
"stranded",7.70340979516294
"hawker",7.70326494054925
"dusk",7.70240017347062
"great.i",7.7023900838355
"proposed",7.70219573484646
"seater",7.7020222274122
"pedro",7.70166477470801
"ou",7.7007549390836
"admission",7.70001775823332
"isle",7.69868869657474
"cramps",7.697701082163
"postcard",7.69481506476179
"salts",7.69435902242743
"licence",7.69390737120892
"temples",7.69197070526319
"globe",7.69131467425807
"imported",7.69127102748732
"well.i",7.69059521828181
"30s",7.68737693386504
"obstructed",7.68674595305706
"foremost",7.68116122976628
"bioluminescent",7.68043729444674
"all.we",7.67459048514997
"feared",7.67368601219493
"produced",7.67283002709585
"musical",7.66990966200733
"reporting",7.66917246824185
"matching",7.66420722370079
"slate",7.66255556765727
"roadside",7.66226910769346
"challenged",7.66220787321234
"1200",7.66151960876781
"replenish",7.66139588598156
"patisseries",7.65873704894712
"ant",7.6545906719553
"mojito",7.65106597630214
"baileys",7.65042641701904
"indicate",7.64973533346959
"ghetto",7.64946002981207
"carolina",7.64821842801656
"killer",7.6463770072141
"thailand",7.64570173937413
"stung",7.64410865223632
"embarrassing",7.64399144319515
"service.i",7.64352233206722
"sunglasses",7.64316221614577
"relevant",7.64213756539776
"cos",7.63944484993111
"sang",7.63733338444105
"stae",7.63579193356647
"brisk",7.63509934581005
"ingles",7.63463329825329
"prettier",7.63413026546984
"amber",7.63391721187372
"spiders",7.63242516611147
"hotter",7.6323635946344
"impolite",7.63220899783093
"worthless",7.63105849758912
"restaruants",7.6309159083013
"tolerant",7.61965604047871
"outweighed",7.61674081148934
"cheeky",7.61530653553539
"inferior",7.61506133685482
"area.we",7.61245036100744
"modernised",7.60745076941484
"roommate",7.60516712186464
"tiling",7.59950476275681
"brightly",7.59884494183551
"rainshower",7.59880173950027
"reimbursed",7.59845044319338
"guessing",7.59793626649371
"glamour",7.5972727985994
"exaggerated",7.59056433431791
"mgr",7.58914375369106
"sockets",7.58532614141617
"yelled",7.58529177108678
"neglected",7.58277627005328
"unclean",7.5790274747782
"pa",7.57627896756899
"settling",7.57583159701362
"compliment",7.57241292007053
"talent",7.57182435838486
"overcharge",7.57114010970134
"cooled",7.57060702716856
"bismol",7.56937411476577
"penalty",7.56774304474185
"piped",7.56669210381498
"addressing",7.56591129245284
"countertops",7.56466088687082
"leaned",7.56389463426007
"singers",7.56304078719413
"creature",7.56066562008469
"automated",7.55999823965563
"moist",7.55422716153866
"mistaken",7.55159201790528
"endure",7.55138685639044
"speedos",7.54723694775123
"commended",7.54487511156306
"compares",7.54253984545844
"movement",7.54202744348338
"bartering",7.54134446113497
"poeple",7.54082165978043
"dissatisfaction",7.53860788629212
"waterslide",7.53835041155949
"fiasco",7.53533473317937
"aesthetically",7.53454408461827
"attack",7.5321340909701
"roosters",7.53184740293683
"traditionally",7.53016071446114
"in.we",7.52996310379892
"deeper",7.52480359864599
"nephew",7.52279732444744
"invite",7.52047474463896
"criticisms",7.51536658067621
"tedious",7.51525098962061
"darts",7.51274681821567
"expert",7.51181749648404
"effectively",7.51126359573686
"frette",7.5106482738963
"calming",7.51010632707554
"trinkets",7.50950650633946
"lait",7.50809561122077
"attire",7.50273121931498
"procedure",7.50232943315051
"nutshell",7.50184968508801
"quiet.the",7.50083387151968
"browns",7.49837763837793
"shadow",7.4979850942808
"command",7.49241467047068
"comparatively",7.49102619768998
"figuring",7.4900868418992
"siren",7.48864712094928
"costa",7.48609812106018
"masters",7.48490884513321
"emerald",7.48077935817569
"blamed",7.47947482577054
"93",7.47855245706283
"grease",7.47839989810616
"mothers",7.47763878809968
"tonight",7.47521142185645
"decorative",7.47396768790434
"kiss",7.47219093324058
"crayons",7.4713068509355
"noise.the",7.46978429663157
"swap",7.46672554129686
"persistent",7.46525415641929
"aren__",7.46462872535062
"volley",7.46132237265251
"pit",7.45966860134563
"bunk",7.45832515325523
"restaurant.the",7.4563630651991
"excercise",7.45498004743562
"flexibility",7.45394192142578
"you.i",7.45186647332144
"pointless",7.44807756854972
"overview",7.44776612923483
"450",7.44728877188555
"away.i",7.44609121373801
"admire",7.44592483145693
"crepe",7.44479869833239
"baguettes",7.44409814449201
"securing",7.44265521763497
"creates",7.43382441284638
"misses",7.43255761728996
"file",7.43194522071498
"grouper",7.43019616090421
"incidents",7.43006013456405
"chatted",7.42913013190637
"powdered",7.42685469364692
"jennifer",7.42395744508748
"farm",7.42283093681166
"cycle",7.42196680639928
"rebook",7.42121080528035
"gadgets",7.4205196387453
"existed",7.41924506337704
"banged",7.41775336305108
"insure",7.41475159968191
"unaccomodating",7.41174877561535
"strewn",7.40267231731988
"saks",7.40111366644224
"chandelier",7.39921799090483
"morning.we",7.39875470677678
"engaging",7.39708536564657
"insane",7.39620774630515
"stool",7.39490460220415
"pastas",7.39480147031237
"muffin",7.39134933011754
"acres",7.38853183108165
"sneak",7.3878384811028
"veggie",7.38648120241216
"overbooking",7.38554125579792
"conclude",7.38504645298628
"spared",7.38319159192289
"echoed",7.38159586771485
"attempting",7.38065265518702
"remedy",7.37934380984035
"ever",7.37894532901009
"jewellery",7.37645603861555
"profile",7.37592186703748
"stray",7.37587903963471
"unused",7.37477779717473
"tent",7.37460774544229
"visted",7.37286081546064
"too.we",7.37055379247667
"passenger",7.37016395043928
"tepid",7.36545131895111
"promenade",7.36426334892165
"boboli",7.36425301984807
"garten",7.35869093696154
"arcade",7.35863667832832
"scramble",7.35734608903737
"rapidly",7.35638149539048
"bicycles",7.35313897631714
"achieved",7.35293646569145
"spaciousness",7.34967274748877
"element",7.34666515383587
"feat",7.34443049556217
"listing",7.34392452792397
"effects",7.34298229772872
"indifference",7.34190504910347
"pages",7.34154959546372
"drained",7.33970434372768
"rural",7.33599600005087
"junk",7.33562939629355
"lightning",7.33433127107502
"matresses",7.33315364924973
"pretended",7.33168389067385
"bad.the",7.33108549508259
"creme",7.32933267030116
"cornflakes",7.32838478004957
"scones",7.32564806632556
"mtv",7.32341757512129
"perfume",7.32296125091389
"lockers",7.32173879279402
"68",7.31546396479226
"everywhere.the",7.31405204083805
"wil",7.31177648961745
"12.00",7.31151522429439
"cosmetic",7.30941010525989
"limits",7.30898986509842
"contracted",7.30399224882879
"hairdryers",7.30224039265184
"businessmen",7.29791458753251
"escalators",7.29129873459505
"awfully",7.28931129032386
"dealer",7.2867171037956
"1,000",7.2846079238505
"academy",7.28414990884817
"talks",7.28333920398373
"much",7.27846686584805
"forts",7.27629148112248
"veranda",7.27459460010835
"crane",7.26569350946074
"annoyances",7.26559173519255
"decadent",7.26431448172897
"performances",7.25986516564906
"freak",7.25734934056983
"chore",7.25668076495914
"tissues",7.2516373331403
"capitol",7.24758488618441
"15pm",7.24288149748022
"participated",7.24022904090308
"food.the",7.2389620225575
"azure",7.23637122500791
"accessibility",7.2330994754146
"validated",7.23157313847546
"fillet",7.2309464006514
"wal",7.22829894284606
"toddlers",7.22737800216811
"storms",7.22537449825582
"gucci",7.22392385103021
"processed",7.22342419910826
"in.i",7.22135398612778
"existing",7.21913706840901
"precautions",7.21690826822448
"c'est",7.21568421988798
"undertow",7.21542439654822
"roam",7.21541150569042
"keycard",7.21517059092402
"alcove",7.21477662766087
"passions",7.21162846884383
"arrives",7.20680088782782
"maintaining",7.20421212461728
"accused",7.20198485203564
"potentially",7.20121680401149
"requiring",7.19970135100887
"trans",7.19808645649282
"allegedly",7.19581398932542
"vision",7.19108335207385
"ihop",7.19063963539986
"53",7.18650831591156
"sweaty",7.18593173732913
"balloons",7.18440340115267
"nelson",7.1801974243143
"mannered",7.17818402653468
"powdery",7.17196602284411
"newark",7.16542087811803
"225",7.16474867012726
"cappucinos",7.16451735638304
"branded",7.16291038298637
"breathing",7.16180389153502
"occured",7.16060600014075
"fitting",7.15462888524735
"town.the",7.15448883989119
"brew",7.15388692816891
"wer",7.15336879987415
"jean",7.15320745874026
"hadnt",7.1525636507192
"snorkle",7.15071346416975
"kiosks",7.15019240013282
"lavender",7.14688997446083
"playstation",7.14490183046312
"dune",7.14463114193876
"guests.the",7.14273620535236
"inconvenienced",7.14264539718893
"unreliable",7.13751587442267
"containers",7.13628521108229
"danny",7.13584563586476
"169",7.13520741349025
"furthest",7.13420423212323
"vegetarians",7.13361535272198
"melted",7.13360907626874
"yell",7.13287263607785
"inconsiderate",7.13161012494572
"afforded",7.13096042651253
"canned",7.12927318973071
"noodle",7.12791726380686
"kits",7.12668037550646
"jade",7.12632604428469
"bookstore",7.12409334084363
"eagerly",7.12381392060179
"touch.the",7.12380665461136
"facilties",7.12301350919211
"orchids",7.12003702042454
"courteously",7.11931978229489
"15am",7.11809085654999
"patches",7.11528391899629
"cuisines",7.11365999010911
"1800",7.10920893421349
"emphasize",7.10845975850964
"shoot",7.10779671896017
"bilingual",7.10647532151702
"magnificant",7.10533150918748
"allergic",7.10146082925003
"cantina",7.09987237768508
"definate",7.0997180397394
"belly",7.0989427279739
"crafts",7.0988870823563
"nits",7.09809699658843
"fantastic.the",7.0963997675724
"padded",7.09415613008861
"surfaces",7.09142721504513
"leche",7.09020306503704
"comedy",7.08643246106812
"disconcerting",7.08641762058307
"pullout",7.08560355689224
"calmer",7.08223614525139
"hopped",7.08089787852381
"marginally",7.07506185591267
"beating",7.07440057689189
"legal",7.07140307289033
"flimsy",7.07018250914077
"infront",7.06821432813045
"filth",7.06528717704205
"thirsty",7.0633481754741
"43",7.06243610317544
"stingy",7.06171157980617
"inefficient",7.06114243441263
"oranges",7.05920512139963
"discovering",7.0586519375648
"hispaniola",7.05221600598838
"humble",7.04799521127899
"washcloth",7.04747704384975
"brasserie",7.04670467694379
"appalled",7.04651194801387
"thanked",7.04498077873744
"perfect.the",7.04268732370397
"underwhelming",7.04203978036156
"problems.the",7.03858614407832
"lowered",7.0377067137984
"tacos",7.03606170208114
"nb",7.03214309318138
"amateur",7.03191723330114
"uncommon",7.0313225762966
"hiding",7.029888111964
"stare",7.02967243316494
"creamer",7.02892002100087
"lager",7.02719381085246
"sausalito",7.02548936852707
"sculptures",7.02383956761858
"last",7.02353862744696
"adviser",7.01841100421562
"7.30",7.01624953281478
"musuem",7.01543957928463
"suburbs",7.01209579711991
"sees",7.00958238560468
"calories",7.0092882788339
"jug",7.00831825641531
"internationally",7.00563581703157
"ghiradelli",7.00292472665137
"stationary",7.0029151168232
"films",7.00015724021534
"restrooms",7.00013545834927
"discrete",6.99951625474922
"cosmetics",6.99756939864954
"scalding",6.99355947951716
"goreng",6.99213958093956
"survive",6.98843851635455
"name",6.98772464474851
"becasue",6.98751479138886
"motivated",6.98648313011306
"roofs",6.98422639791551
"vuitton",6.98421387989951
"bedspreads",6.98214498089763
"swiftly",6.98187437381758
"unsatisfactory",6.979651838901
"rescue",6.9780104077286
"objective",6.97769683092719
"preserves",6.97593772702662
"problem.i",6.97583100060502
"officer",6.97516131738195
"edwin",6.9734478441679
"learnt",6.97299222669643
"harsh",6.97060421700419
"documents",6.97046576942604
"gutted",6.96932578606916
"hailed",6.96591211999876
"fails",6.95919820616322
"tv.the",6.95910744032776
"yep",6.9579495898711
"nonsense",6.95631069408705
"increasingly",6.95627701195799
"greenery",6.95620781572745
"wheeled",6.95179834820096
"outfitted",6.94871559096904
"premise",6.94307827400452
"cappuccinos",6.93864076159216
"click",6.93732071762758
"wins",6.9303542882174
"likewise",6.93024247458049
"measures",6.92916829431109
"crisis",6.92861952347892
"usable",6.9282706798823
"wanted.the",6.92200809806978
"premiere",6.92167745705781
"chlorine",6.9215616244296
"injury",6.91711088555856
"robbery",6.91668350061457
"51",6.91652176294081
"cooperative",6.91358003984256
"chateaubriand",6.91286394388688
"resist",6.91181963503146
"indicates",6.90681757077797
"not.the",6.90543486728637
"tgi",6.90480796635074
"frosty",6.90247615573283
"refurb",6.90055896292114
"curry",6.89857216146925
"wright",6.89634215006625
"footsteps",6.89527186063221
"philly",6.89365417595389
"plugged",6.88998927006423
"realizing",6.88661515837301
"abysmal",6.88481356228991
"inaccurate",6.88299063031872
"haggling",6.8828435239487
"slim",6.88165741198558
"strikes",6.88143045005478
"buns",6.87605177667004
"straightened",6.87594839173797
"observations",6.87592676216502
"contents",6.8740802748935
"recognition",6.87055719456002
"amenities.the",6.87013538988084
"pescador",6.86986938465179
"appetite",6.86615960941529
"causes",6.86434162092215
"walgreen",6.86141448857452
"upwards",6.85911467058569
"housed",6.85646969005373
"unheard",6.85633565392076
"fist",6.85498732739935
"pills",6.85381751151225
"corn",6.83961758279402
"appropriately",6.83824142251873
"peanut",6.83749968943381
"booklet",6.836471356048
"snorkeled",6.83508906026419
"notable",6.83232162526013
"realistic",6.82807689020482
"borrowed",6.82692600659281
"absurd",6.82460647617889
"frayed",6.82044951980879
"transfered",6.81205832816746
"intact",6.81125050832074
"senor",6.80954174729888
"experience.the",6.80935582569894
"programme",6.80862401986579
"youll",6.80579626592958
"hector",6.80443294198277
"grove",6.8032741523169
"upcoming",6.80189611746481
"blues",6.80043860158853
"skyscrapers",6.79377004678397
"walled",6.78938066178222
"brag",6.78910753736743
"amused",6.78808789347332
"browse",6.78755994897031
"mildly",6.78755148131572
"registered",6.78537677146054
"illegal",6.78443580055585
"brutal",6.78198619182539
"murray",6.77885797967012
"handlers",6.77865627063281
"suspicious",6.77770566599974
"sculpture",6.77684212489985
"spf",6.77625444800094
"regarded",6.7753781863813
"perform",6.77432675490134
"champange",6.77195418148537
"toe",6.77122910147606
